category_code,status,founded_at,first_investment_at,last_investment_at,investment_rounds,first_funding_at,last_funding_at,funding_rounds,funding_total_usd,first_milestone_at,last_milestone_at,milestones,relationships,lat,lng,country_CAN,country_DEU,country_ESP,country_FRA,country_GBR,country_IND,country_IRL,country_ISR,country_SWE,country_USA,country_other,isClosed,active_days,Operating_Status
cleantech,operating,2009,,,15.679245283018869,2013.0,2013.0,2.0,1800000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,47.6062095,-122.3320708,False,False,False,False,False,False,False,False,False,True,False,1,4380,Operating
hardware,operating,2006,,,15.679245283018869,2010.0,2011.0,2.0,5160595.0,2010.465220643231,2011.1261530790327,1.5784093742208924,3.0,47.5301011,-122.0326191,False,False,False,False,False,False,False,False,False,True,False,1,5475,Operating
health,operating,1989,,,15.679245283018869,2013.0,2013.0,1.0,1376848.0,2010.465220643231,2011.1261530790327,1.5784093742208924,3.0,32.715738,-117.1610838,False,False,False,False,False,False,False,False,False,True,False,1,11680,Operating
biotech,operating,1912,,,15.679245283018869,2013.0,2013.0,1.0,3500000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,34.7464809,-92.2895948,False,False,False,False,False,False,False,False,False,True,False,1,39785,Operating
health,operating,2010,,,15.679245283018869,2013.0,2013.0,1.0,1648500.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,42.0333607,-88.0834059,False,False,False,False,False,False,False,False,False,True,False,1,4015,Operating
ecommerce,operating,2011,,,15.679245283018869,2013.0,2013.0,1.0,810094.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,28.6139391,77.2090212,False,False,False,False,False,True,False,False,False,False,False,1,3650,Operating
health,operating,2010,,,15.679245283018869,2011.0,2011.0,1.0,3400000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,32.7766642,-96.7969879,False,False,False,False,False,False,False,False,False,True,False,1,4015,Operating
biotech,operating,2005,,,15.679245283018869,2011.0,2011.0,1.0,1515615.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,35.7795897,-78.6381787,False,False,False,False,False,False,False,False,False,True,False,1,5840,Operating
other,operating,1923,,,15.679245283018869,2011.0,2011.0,1.0,953183.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,40.7127753,-74.0059728,False,False,False,False,False,False,False,False,False,True,False,1,35770,Operating
other,operating,2011,,,15.679245283018869,2011.0,2011.0,1.0,827500.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,32.715738,-117.1610838,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
music,operating,2013,,,15.679245283018869,2013.0,2013.0,1.0,984913.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,51.5073509,-0.1277583,False,False,False,False,True,False,False,False,False,False,False,1,2920,Operating
biotech,operating,2010,,,15.679245283018869,2010.0,2011.0,2.0,8260000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,37.7749295,-122.4194155,False,False,False,False,False,False,False,False,False,True,False,1,4015,Operating
software,operating,2010,,,15.679245283018869,2011.0,2011.0,1.0,750000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,42.2808256,-83.7430378,False,False,False,False,False,False,False,False,False,True,False,1,4015,Operating
software,operating,2011,,,15.679245283018869,2011.0,2013.0,2.0,6125000.0,2011.0,2011.0,1.0,3.0,40.7127753,-74.0059728,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
health,operating,2011,,,15.679245283018869,2011.0,2011.0,1.0,600000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,32.7459645,-96.9977846,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
health,operating,2011,,,15.679245283018869,2012.0,2013.0,2.0,9000000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,33.5968913,-117.6581562,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
software,operating,2008,,,15.679245283018869,2011.0,2013.0,2.0,3735202.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,36.1328981,-86.7940699,False,False,False,False,False,False,False,False,False,True,False,1,4745,Operating
biotech,operating,2001,,,15.679245283018869,2011.0,2011.0,2.0,6084369.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,37.7749295,-122.4194155,False,False,False,False,False,False,False,False,False,True,False,1,7300,Operating
games_video,operating,2009,,,15.679245283018869,2011.0,2011.0,1.0,1412963.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,37.5113822,127.0533066,False,False,False,False,False,False,False,False,False,False,True,1,4380,Operating
mobile,operating,2010,,,15.679245283018869,2009.0,2012.0,2.0,1020000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.0,30.267153,-97.7430608,False,False,False,False,False,False,False,False,False,True,False,1,4015,Operating
mobile,operating,1998,,,15.679245283018869,2013.0,2013.0,1.0,6433000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,52.5200066,13.404954,False,True,False,False,False,False,False,False,False,False,False,1,8395,Operating
manufacturing,operating,2003,,,15.679245283018869,2011.0,2011.0,1.0,2345000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,-36.9074171,174.8119451,False,False,False,False,False,False,False,False,False,False,True,1,6570,Operating
other,operating,2004,,,15.679245283018869,2009.0,2009.0,1.0,630000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,55.953252,-3.188267,False,False,False,False,True,False,False,False,False,False,False,1,6205,Operating
enterprise,operating,2010,,,15.679245283018869,2010.0,2010.0,1.0,9670000.0,2012.0,2012.0,1.0,3.0,25.2048493,55.2707828,False,False,False,False,False,False,False,False,False,False,True,1,4015,Operating
other,operating,2004,,,15.679245283018869,2011.0,2011.0,1.0,600000.0,2004.0,2004.0,1.0,1.0,52.2296756,21.0122287,False,False,False,False,False,False,False,False,False,False,True,1,6205,Operating
health,operating,2007,,,15.679245283018869,2011.0,2011.0,1.0,750015.0,2010.465220643231,2011.1261530790327,1.5784093742208924,3.0,39.5296329,-119.8138027,False,False,False,False,False,False,False,False,False,True,False,1,5110,Operating
ecommerce,operating,2009,,,15.679245283018869,2011.0,2011.0,1.0,745000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,40.7127753,-74.0059728,False,False,False,False,False,False,False,False,False,True,False,1,4380,Operating
health,operating,2011,,,15.679245283018869,2011.0,2013.0,2.0,840000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.0,39.0587452,-94.5985613,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
transportation,operating,2011,,,15.679245283018869,2013.0,2013.0,1.0,4300000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,25.0329694,121.5654177,False,False,False,False,False,False,False,False,False,False,True,1,3650,Operating
health,operating,1996,,,15.679245283018869,2011.0,2011.0,1.0,680580.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,40.9253725,-74.2765441,False,False,False,False,False,False,False,False,False,True,False,1,9125,Operating
biotech,operating,2005,,,15.679245283018869,2011.0,2011.0,1.0,682000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,39.061251154663864,-64.43542384120448,False,False,False,False,False,False,False,False,False,True,False,1,5840,Operating
biotech,operating,2002,,,15.679245283018869,2011.0,2011.0,2.0,1800000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,35.8991678,-78.8636402,False,False,False,False,False,False,False,False,False,True,False,1,6935,Operating
software,operating,2013,,,15.679245283018869,2013.0,2013.0,1.0,1000000.0,2013.0,2013.0,1.0,4.0,52.5200066,13.404954,False,True,False,False,False,False,False,False,False,False,False,1,2920,Operating
cleantech,operating,2010,,,15.679245283018869,2013.0,2013.0,1.0,1672580.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,52.3702157,4.8951679,False,False,False,False,False,False,False,False,False,False,True,1,4015,Operating
biotech,operating,2007,,,15.679245283018869,2011.0,2011.0,1.0,3276853.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,43.0730517,-89.4012302,False,False,False,False,False,False,False,False,False,True,False,1,5110,Operating
hardware,operating,1985,,,15.679245283018869,2011.0,2011.0,1.0,3500000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,3.0,33.9191799,-118.4164652,False,False,False,False,False,False,False,False,False,True,False,1,13140,Operating
health,operating,2007,,,15.679245283018869,2011.0,2011.0,1.0,1730000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,26.2378597,-80.1247667,False,False,False,False,False,False,False,False,False,True,False,1,5110,Operating
hardware,operating,2005,,,15.679245283018869,2006.0,2009.0,2.0,3208104.0,2013.0,2013.0,1.0,3.0,51.5073509,-0.1277583,False,False,False,False,True,False,False,False,False,False,False,1,5840,Operating
biotech,operating,2002,,,15.679245283018869,2013.0,2013.0,1.0,4000000.0,2013.0,2013.0,1.0,4.752173199934394,40.7127753,-74.0059728,False,False,False,False,False,False,False,False,False,True,False,1,6935,Operating
hardware,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,1860397.0,2013.0,2013.0,1.0,4.0,42.2808256,-83.7430378,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
games_video,operating,2010,,,15.679245283018869,2011.0,2011.0,1.0,1080303.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,37.5778696,-122.34809,False,False,False,False,False,False,False,False,False,True,False,1,4015,Operating
software,operating,2008,,,15.679245283018869,2009.0,2011.0,2.0,812500.0,2010.465220643231,2011.1261530790327,1.5784093742208924,3.0,33.6188829,-117.9298493,False,False,False,False,False,False,False,False,False,True,False,1,4745,Operating
mobile,operating,2011,,,15.679245283018869,2011.0,2011.0,1.0,1660000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,-23.5505199,-46.6333094,False,False,False,False,False,False,False,False,False,False,True,1,3650,Operating
health,operating,2008,,,15.679245283018869,2011.0,2011.0,1.0,3500000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,3.0,45.487062,-122.8037102,False,False,False,False,False,False,False,False,False,True,False,1,4745,Operating
social,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,700000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,33.4503998,-88.8183872,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
health,operating,2006,,,15.679245283018869,2009.0,2009.0,2.0,2250070.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,39.061251154663864,-64.43542384120448,False,False,False,False,False,False,False,False,True,False,False,1,5475,Operating
biotech,operating,2011,,,15.679245283018869,2011.0,2013.0,2.0,2875000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,41.308274,-72.9278835,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
health,operating,2008,,,15.679245283018869,2011.0,2011.0,1.0,1300000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,40.7127753,-74.0059728,False,False,False,False,False,False,False,False,False,True,False,1,4745,Operating
biotech,operating,2006,,,15.679245283018869,2011.0,2011.0,2.0,2296337.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,32.7766642,-96.7969879,False,False,False,False,False,False,False,False,False,True,False,1,5475,Operating
hardware,operating,2013,,,15.679245283018869,2013.0,2013.0,1.0,10000000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,39.061251154663864,-64.43542384120448,False,False,False,False,False,False,False,False,False,False,True,1,2920,Operating
hardware,operating,2009,,,15.679245283018869,2011.0,2011.0,2.0,3627129.0,2010.465220643231,2011.1261530790327,1.5784093742208924,3.0,38.440429,-122.7140548,False,False,False,False,False,False,False,False,False,True,False,1,4380,Operating
web,operating,2005,,,15.679245283018869,2011.0,2011.0,1.0,9100000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,5.0,33.6188829,-117.9298493,False,False,False,False,False,False,False,False,False,True,False,1,5840,Operating
nonprofit,operating,1999,,,15.679245283018869,2011.0,2011.0,1.0,955211.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,37.7749295,-122.4194155,False,False,False,False,False,False,False,False,False,True,False,1,8030,Operating
biotech,operating,2007,,,15.679245283018869,2011.0,2011.0,2.0,1315000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,3.0,38.9896967,-76.93776,False,False,False,False,False,False,False,False,False,True,False,1,5110,Operating
software,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,2000000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,37.8590937,-122.4852507,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
software,operating,1999,,,15.679245283018869,2010.0,2011.0,2.0,3980492.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,37.3229978,-122.0321823,False,False,False,False,False,False,False,False,False,True,False,1,8030,Operating
biotech,operating,2004,,,15.679245283018869,2011.0,2011.0,1.0,2147092.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,40.4525163,-74.4766712,False,False,False,False,False,False,False,False,False,True,False,1,6205,Operating
biotech,operating,2007,,,15.679245283018869,2011.0,2011.0,1.0,1839000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.0,40.7607793,-111.8910474,False,False,False,False,False,False,False,False,False,True,False,1,5110,Operating
software,operating,1998,,,15.679245283018869,2011.0,2011.0,1.0,1500000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,36.3728538,-94.2088172,False,False,False,False,False,False,False,False,False,True,False,1,8395,Operating
nonprofit,operating,1994,,,15.679245283018869,2013.0,2013.0,1.0,2800000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,3.0,29.4241219,-98.4936282,False,False,False,False,False,False,False,False,False,True,False,1,9855,Operating
news,operating,2008,,,15.679245283018869,2013.0,2013.0,1.0,2700000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,3.0,51.5073509,-0.1277583,False,False,False,False,True,False,False,False,False,False,False,1,4745,Operating
software,operating,2008,,,15.679245283018869,2012.0,2013.0,2.0,658823.0,2012.0,2013.0,2.0,4.0,51.5073509,-0.1277583,False,False,False,False,True,False,False,False,False,False,False,1,4745,Operating
biotech,operating,2006,,,15.679245283018869,2010.0,2011.0,2.0,750184.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,40.4406248,-79.9958864,False,False,False,False,False,False,False,False,False,True,False,1,5475,Operating
software,operating,2009,,,15.679245283018869,2011.0,2011.0,1.0,3000398.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,37.3541079,-121.9552356,False,False,False,False,False,False,False,False,False,True,False,1,4380,Operating
manufacturing,operating,2011,,,15.679245283018869,2011.0,2011.0,1.0,600000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,33.4941704,-111.9260519,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
automotive,operating,2001,,,15.679245283018869,2013.0,2013.0,1.0,6061006.0,2010.465220643231,2011.1261530790327,1.5784093742208924,3.0,53.8108176,-1.76261,False,False,False,False,True,False,False,False,False,False,False,1,7300,Operating
mobile,operating,2011,,,15.679245283018869,2011.0,2011.0,1.0,4940000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.0,38.403903,-96.1816626,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
health,operating,2010,,,15.679245283018869,2011.0,2011.0,1.0,4000000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,33.1580933,-117.3505939,False,False,False,False,False,False,False,False,False,True,False,1,4015,Operating
web,operating,2013,,,15.679245283018869,2013.0,2013.0,1.0,1840000.0,2013.0,2013.0,1.0,3.0,1.2961175,103.7893216,False,False,False,False,False,False,False,False,False,False,True,1,2920,Operating
biotech,operating,2010,,,15.679245283018869,2011.0,2011.0,2.0,7198601.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,32.715738,-117.1610838,False,False,False,False,False,False,False,False,False,True,False,1,4015,Operating
biotech,operating,2011,,,15.679245283018869,2011.0,2011.0,1.0,7000000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,42.3764852,-71.2356113,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
ecommerce,operating,2012,,,15.679245283018869,2012.0,2012.0,1.0,550000.0,2012.0,2012.0,1.0,2.0,39.7392358,-104.990251,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
consulting,operating,2011,,,15.679245283018869,2013.0,2013.0,1.0,795507.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,53.2326344,-2.6103158,False,False,False,False,True,False,False,False,False,False,False,1,3650,Operating
transportation,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,1000000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,34.2257255,-77.9447102,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
mobile,operating,2007,,,15.679245283018869,2009.0,2009.0,1.0,5380000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,41.3850639,2.1734035,False,False,True,False,False,False,False,False,False,False,False,1,5110,Operating
biotech,operating,2006,,,15.679245283018869,2013.0,2013.0,1.0,2025200.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,41.8781136,-87.6297982,False,False,False,False,False,False,False,False,False,True,False,1,5475,Operating
games_video,operating,2004,,,15.679245283018869,2013.0,2013.0,1.0,757626.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,51.2783826,-0.3733532,False,False,False,False,True,False,False,False,False,False,False,1,6205,Operating
biotech,operating,2009,,,15.679245283018869,2011.0,2011.0,1.0,3124082.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,37.4418834,-122.1430195,False,False,False,False,False,False,False,False,False,True,False,1,4380,Operating
ecommerce,operating,2003,,,15.679245283018869,2013.0,2013.0,1.0,800000.0,2013.0,2013.0,1.0,4.752173199934394,52.633584,-1.691032,False,False,False,False,True,False,False,False,False,False,False,1,6570,Operating
mobile,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,2000000.0,2012.0,2012.0,1.0,4.0,55.755826,37.6172999,False,False,False,False,False,False,False,False,False,False,True,1,3285,Operating
biotech,operating,1998,,,15.679245283018869,2011.0,2011.0,1.0,1570000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,39.0181651,-77.2085914,False,False,False,False,False,False,False,False,False,True,False,1,8395,Operating
advertising,operating,2006,,,15.679245283018869,2013.0,2013.0,1.0,5000000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,3.0,42.1103041,-88.03424,False,False,False,False,False,False,False,False,False,True,False,1,5475,Operating
biotech,operating,1969,,,15.679245283018869,2011.0,2011.0,1.0,1800000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,27.950575,-82.4571776,False,False,False,False,False,False,False,False,False,True,False,1,18980,Operating
ecommerce,operating,2013,,,15.679245283018869,2013.0,2013.0,1.0,1286600.0,2013.0,2013.0,1.0,4.752173199934394,53.5510846,9.9936819,False,True,False,False,False,False,False,False,False,False,False,1,2920,Operating
ecommerce,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,650000.0,2013.0,2013.0,1.0,3.0,51.5073509,-0.1277583,False,False,False,False,True,False,False,False,False,False,False,1,3285,Operating
mobile,operating,2009,,,15.679245283018869,2009.0,2009.0,1.0,4260000.0,2009.0,2009.0,1.0,4.752173199934394,39.061251154663864,-64.43542384120448,False,False,False,False,False,False,False,False,False,False,True,1,4380,Operating
other,operating,2007,,,15.679245283018869,2009.0,2009.0,1.0,2000000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,39.061251154663864,-64.43542384120448,False,False,False,True,False,False,False,False,False,False,False,1,5110,Operating
real_estate,operating,2013,,,15.679245283018869,2013.0,2013.0,1.0,1515251.0,2013.0,2013.0,1.0,1.0,51.5073509,-0.1277583,False,False,False,False,True,False,False,False,False,False,False,1,2920,Operating
mobile,operating,2005,,,15.679245283018869,2009.0,2009.0,1.0,1960000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,53.3197552,-6.4149971,False,False,False,False,False,False,True,False,False,False,False,1,5840,Operating
mobile,operating,1976,,,15.679245283018869,2009.0,2009.0,1.0,4000000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,3.0,53.4807593,-2.2426305,False,False,False,False,False,False,False,False,False,True,False,1,16425,Operating
enterprise,operating,2007,,,15.679245283018869,2009.0,2011.0,2.0,1798555.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,55.953252,-3.188267,False,False,False,False,True,False,False,False,False,False,False,1,5110,Operating
software,operating,2009,,,15.679245283018869,2009.0,2009.0,1.0,3879600.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,51.2194475,4.4024643,False,False,False,False,False,False,False,False,False,False,True,1,4380,Operating
biotech,operating,2002,,,15.679245283018869,2006.0,2009.0,2.0,4970000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,42.3600825,-71.0588801,False,False,False,False,False,False,False,False,False,True,False,1,6935,Operating
biotech,operating,2006,,,15.679245283018869,2011.0,2011.0,1.0,3718192.0,2010.465220643231,2011.1261530790327,1.5784093742208924,5.0,37.6688205,-122.0807964,False,False,False,False,False,False,False,False,False,True,False,1,5475,Operating
other,operating,2000,,,15.679245283018869,2009.0,2009.0,1.0,1666000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,39.061251154663864,-64.43542384120448,False,False,False,True,False,False,False,False,False,False,False,1,7665,Operating
games_video,operating,2008,,,15.679245283018869,2009.0,2009.0,1.0,3000000.0,2009.0,2012.0,2.0,7.0,51.4669939,-1.1853677,False,False,False,False,True,False,False,False,False,False,False,1,4745,Operating
hardware,operating,2005,,,15.679245283018869,2010.0,2013.0,2.0,2587458.0,2010.465220643231,2011.1261530790327,1.5784093742208924,5.0,37.4529598,-122.1817252,False,False,False,False,False,False,False,False,False,True,False,1,5840,Operating
software,operating,2004,,,15.679245283018869,2009.0,2009.0,1.0,2800000.0,2012.0,2012.0,1.0,6.0,43.6023319,7.006491,False,False,False,True,False,False,False,False,False,False,False,1,6205,Operating
ecommerce,operating,2010,,,15.679245283018869,2011.0,2011.0,2.0,515750.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,33.6845673,-117.8265049,False,False,False,False,False,False,False,False,False,True,False,1,4015,Operating
software,operating,2013,,,15.679245283018869,2013.0,2013.0,1.0,6699990.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,40.7127753,-74.0059728,False,False,False,False,False,False,False,False,False,True,False,1,2920,Operating
health,operating,2010,,,15.679245283018869,2013.0,2013.0,1.0,3550000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,41.6611277,-91.5301683,False,False,False,False,False,False,False,False,False,True,False,1,4015,Operating
software,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,2500000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,37.5482697,-121.9885719,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
fashion,operating,2011,,,15.679245283018869,2013.0,2013.0,1.0,1360000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,39.061251154663864,-64.43542384120448,False,False,False,False,False,False,False,False,False,False,True,1,3650,Operating
health,operating,2008,,,15.679245283018869,2011.0,2011.0,1.0,9165500.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,42.2935733,-71.3059277,False,False,False,False,False,False,False,False,False,True,False,1,4745,Operating
software,operating,2006,,,15.679245283018869,2010.0,2010.0,1.0,2000006.0,2010.465220643231,2011.1261530790327,1.5784093742208924,5.0,37.3229978,-122.0321823,False,False,False,False,False,False,False,False,False,True,False,1,5475,Operating
nonprofit,operating,2006,,,15.679245283018869,2011.0,2011.0,1.0,550000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,41.9584457,-70.6672621,False,False,False,False,False,False,False,False,False,True,False,1,5475,Operating
health,operating,1984,,,15.679245283018869,2011.0,2011.0,1.0,1750000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,40.5753817,-74.3223703,False,False,False,False,False,False,False,False,False,True,False,1,13505,Operating
health,operating,2009,,,15.679245283018869,2011.0,2011.0,1.0,650000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,32.7766642,-96.7969879,False,False,False,False,False,False,False,False,False,True,False,1,4380,Operating
manufacturing,operating,2010,,,15.679245283018869,2011.0,2011.0,1.0,981000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,35.4420062,-97.4408698,False,False,False,False,False,False,False,False,False,True,False,1,4015,Operating
real_estate,operating,2007,,,15.679245283018869,2013.0,2013.0,1.0,2885857.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,51.230751,-2.320096,False,False,False,False,True,False,False,False,False,False,False,1,5110,Operating
biotech,operating,2010,,,15.679245283018869,2011.0,2011.0,1.0,5400000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,41.8850317,-87.7845025,False,False,False,False,False,False,False,False,False,True,False,1,4015,Operating
local,operating,2009,,,15.679245283018869,2010.0,2011.0,2.0,1772360.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,33.8752935,-117.5664384,False,False,False,False,False,False,False,False,False,True,False,1,4380,Operating
pets,operating,2004,,,15.679245283018869,2011.0,2011.0,1.0,3500000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,40.0149856,-105.2705456,False,False,False,False,False,False,False,False,False,True,False,1,6205,Operating
web,operating,2008,,,15.679245283018869,2013.0,2013.0,1.0,1000000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,5.0,38.6270025,-90.1994042,False,False,False,False,False,False,False,False,False,True,False,1,4745,Operating
software,operating,2007,,,15.679245283018869,2011.0,2013.0,2.0,2600000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,37.7749295,-122.4194155,False,False,False,False,False,False,False,False,False,True,False,1,5110,Operating
education,operating,1964,,,15.679245283018869,2013.0,2013.0,1.0,1200000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,41.3683798,-82.1076486,False,False,False,False,False,False,False,False,False,True,False,1,20805,Operating
biotech,operating,2008,,,15.679245283018869,2011.0,2011.0,1.0,1346510.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,41.8781136,-87.6297982,False,False,False,False,False,False,False,False,False,True,False,1,4745,Operating
ecommerce,operating,2008,,,15.679245283018869,2008.0,2008.0,1.0,900000.0,2011.0,2011.0,1.0,6.0,34.0522342,-118.2436849,False,False,False,False,False,False,False,False,False,True,False,1,4745,Operating
software,operating,2013,,,15.679245283018869,2013.0,2013.0,1.0,2521400.0,2013.0,2013.0,1.0,4.0,45.5230622,-122.6764815,False,False,False,False,False,False,False,False,False,True,False,1,2920,Operating
music,operating,2009,,,15.679245283018869,2011.0,2011.0,1.0,5000000.0,2011.0,2011.0,1.0,3.0,45.5016889,-73.567256,True,False,False,False,False,False,False,False,False,False,False,1,4380,Operating
health,operating,2011,,,15.679245283018869,2011.0,2011.0,1.0,11500000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,42.3600825,-71.0588801,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
biotech,operating,2004,,,15.679245283018869,2013.0,2013.0,1.0,1500000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,38.6270025,-90.1994042,False,False,False,False,False,False,False,False,False,True,False,1,6205,Operating
manufacturing,operating,2011,,,15.679245283018869,2011.0,2011.0,1.0,1499999.0,2011.0,2011.0,1.0,2.0,37.5778696,-122.34809,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
